iRecordIndex,sToolName,iToolNum,sEssaiPartNum,sMaterial,sHolderName,sToolGroupName,dOHL,sOHL_letter,iRF,dGageLength,sToolManufacturer,sToolEdp,sToolCribLoc,dDia,dLoc,iFlt,dCnrR,dAng,sThread
179,PG003008B,3008,800-501659-03A,PG,HSK63-ER16x100,BA,0.44,B,0,4.377,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
180,PG003008C,3008,800-501659-03A,PG,HSK63-ER16x100,BA,0.56,C,0,4.497,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
181,PG003008D,3008,800-501659-03A,PG,HSK63-ER16x100,BA,0.67,D,0,4.607,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
182,PG003008E,3008,800-501659-03A,PG,HSK63-ER16x100,BA,0.78,E,0,4.717,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
183,AL003009A,3009,800-501659-03A,AL,HSK63-ER32x100,BA,0.33,A,0,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
184,AL003009B,3009,800-501659-03A,AL,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
185,S1003009A,3009,800-501659-03A,S1,HSK63-ER32x100,BA,0.33,A,0,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
186,S1003009B,3009,800-501659-03A,S1,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
187,PG003009A,3009,800-501659-03A,PG,HSK63-ER32x100,BA,0.33,A,0,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
188,PG003009B,3009,800-501659-03A,PG,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
189,AL004008A,4008,800-501659-03A,AL,HSK63-ER16x100,BA,0.33,A,1,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
190,AL004008B,4008,800-501659-03A,AL,HSK63-ER16x100,BA,0.44,B,1,4.377,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
191,AL004008C,4008,800-501659-03A,AL,HSK63-ER16x100,BA,0.56,C,1,4.497,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
192,AL004008D,4008,800-501659-03A,AL,HSK63-ER16x100,BA,0.67,D,1,4.607,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
193,AL004008E,4008,800-501659-03A,AL,HSK63-ER16x100,BA,0.78,E,1,4.717,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
194,S1004008A,4008,800-501659-03A,S1,HSK63-ER16x100,BA,0.33,A,1,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
195,S1004008B,4008,800-501659-03A,S1,HSK63-ER16x100,BA,0.44,B,1,4.377,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
196,S1004008C,4008,800-501659-03A,S1,HSK63-ER16x100,BA,0.56,C,1,4.497,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
197,S1004008D,4008,800-501659-03A,S1,HSK63-ER16x100,BA,0.67,D,1,4.607,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
198,S1004008E,4008,800-501659-03A,S1,HSK63-ER16x100,BA,0.78,E,1,4.717,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
199,PG004008A,4008,800-501659-03A,PG,HSK63-ER16x100,BA,0.33,A,1,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
200,PG004008B,4008,800-501659-03A,PG,HSK63-ER16x100,BA,0.44,B,1,4.377,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
201,PG004008C,4008,800-501659-03A,PG,HSK63-ER16x100,BA,0.56,C,1,4.497,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
202,PG004008D,4008,800-501659-03A,PG,HSK63-ER16x100,BA,0.67,D,1,4.607,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
203,PG004008E,4008,800-501659-03A,PG,HSK63-ER16x100,BA,0.78,E,1,4.717,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
204,AL004009A,4009,800-501659-03A,AL,HSK63-ER32x100,BA,0.33,A,1,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
205,AL004009B,4009,800-501659-03A,AL,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
206,S1004009A,4009,800-501659-03A,S1,HSK63-ER32x100,BA,0.33,A,1,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
207,S1004009B,4009,800-501659-03A,S1,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
208,PG004009A,4009,800-501659-03A,PG,HSK63-ER32x100,BA,0.33,A,1,4.267,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
209,PG004009B,4009,800-501659-03A,PG,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,24506,A5,0.006,0.009,2,0.003,0,
210,AL003010A,3010,800-501205,AL,HSK63-ER16x100,BA,0.36,A,0,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
211,AL003010B,3010,800-501205,AL,HSK63-ER16x100,BA,0.5,B,0,4.437,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
212,AL003010C,3010,800-501205,AL,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
213,AL003010D,3010,800-501205,AL,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
214,S1003010A,3010,800-501205,S1,HSK63-ER16x100,BA,0.36,A,0,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
215,S1003010B,3010,800-501205,S1,HSK63-ER16x100,BA,0.5,B,0,4.437,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
216,S1003010C,3010,800-501205,S1,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
217,S1003010D,3010,800-501205,S1,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
218,PG003010A,3010,800-501205,PG,HSK63-ER16x100,BA,0.36,A,0,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
219,PG003010B,3010,800-501205,PG,HSK63-ER16x100,BA,0.5,B,0,4.437,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
220,PG003010C,3010,800-501205,PG,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
221,PG003010D,3010,800-501205,PG,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
222,AL003011A,3011,800-501205,AL,HSK63-ER32x100,BA,0.36,A,0,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
223,AL003011B,3011,800-501205,AL,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
224,S1003011A,3011,800-501205,S1,HSK63-ER32x100,BA,0.36,A,0,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
225,S1003011B,3011,800-501205,S1,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
226,PG003011A,3011,800-501205,PG,HSK63-ER32x100,BA,0.36,A,0,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
227,PG003011B,3011,800-501205,PG,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
228,AL004010A,4010,800-501205,AL,HSK63-ER16x100,BA,0.36,A,1,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
229,AL004010B,4010,800-501205,AL,HSK63-ER16x100,BA,0.5,B,1,4.437,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
230,AL004010C,4010,800-501205,AL,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
231,AL004010D,4010,800-501205,AL,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
232,S1004010A,4010,800-501205,S1,HSK63-ER16x100,BA,0.36,A,1,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
233,S1004010B,4010,800-501205,S1,HSK63-ER16x100,BA,0.5,B,1,4.437,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
234,S1004010C,4010,800-501205,S1,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
235,S1004010D,4010,800-501205,S1,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
236,PG004010A,4010,800-501205,PG,HSK63-ER16x100,BA,0.36,A,1,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
237,PG004010B,4010,800-501205,PG,HSK63-ER16x100,BA,0.5,B,1,4.437,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
238,PG004010C,4010,800-501205,PG,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
239,PG004010D,4010,800-501205,PG,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
240,AL004011A,4011,800-501205,AL,HSK63-ER32x100,BA,0.36,A,1,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
241,AL004011B,4011,800-501205,AL,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
242,S1004011A,4011,800-501205,S1,HSK63-ER32x100,BA,0.36,A,1,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
243,S1004011B,4011,800-501205,S1,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
244,PG004011A,4011,800-501205,PG,HSK63-ER32x100,BA,0.36,A,1,4.297,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
245,PG004011B,4011,800-501205,PG,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74007,A5,0.007,0.021,2,0.0035,0,
246,AL003012A,3012,800-501193,AL,HSK63-ER16x100,BA,0.365,A,0,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
247,AL003012B,3012,800-501193,AL,HSK63-ER16x100,BA,0.5,B,0,4.437,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
248,AL003012C,3012,800-501193,AL,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
249,AL003012D,3012,800-501193,AL,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
250,S1003012A,3012,800-501193,S1,HSK63-ER16x100,BA,0.365,A,0,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
251,S1003012B,3012,800-501193,S1,HSK63-ER16x100,BA,0.5,B,0,4.437,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
252,S1003012C,3012,800-501193,S1,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
253,S1003012D,3012,800-501193,S1,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
254,PG003012A,3012,800-501193,PG,HSK63-ER16x100,BA,0.365,A,0,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
255,PG003012B,3012,800-501193,PG,HSK63-ER16x100,BA,0.5,B,0,4.437,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
256,PG003012C,3012,800-501193,PG,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
257,PG003012D,3012,800-501193,PG,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
258,AL003013A,3013,800-501193,AL,HSK63-ER32x100,BA,0.365,A,0,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
259,AL003013B,3013,800-501193,AL,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
260,S1003013A,3013,800-501193,S1,HSK63-ER32x100,BA,0.365,A,0,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
261,S1003013B,3013,800-501193,S1,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
262,PG003013A,3013,800-501193,PG,HSK63-ER32x100,BA,0.365,A,0,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
263,PG003013B,3013,800-501193,PG,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
264,AL004012A,4012,800-501193,AL,HSK63-ER16x100,BA,0.365,A,1,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
265,AL004012B,4012,800-501193,AL,HSK63-ER16x100,BA,0.5,B,1,4.437,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
266,AL004012C,4012,800-501193,AL,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
267,AL004012D,4012,800-501193,AL,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
268,S1004012A,4012,800-501193,S1,HSK63-ER16x100,BA,0.365,A,1,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
269,S1004012B,4012,800-501193,S1,HSK63-ER16x100,BA,0.5,B,1,4.437,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
270,S1004012C,4012,800-501193,S1,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
271,S1004012D,4012,800-501193,S1,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
272,PG004012A,4012,800-501193,PG,HSK63-ER16x100,BA,0.365,A,1,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
273,PG004012B,4012,800-501193,PG,HSK63-ER16x100,BA,0.5,B,1,4.437,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
274,PG004012C,4012,800-501193,PG,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
275,PG004012D,4012,800-501193,PG,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
276,AL004013A,4013,800-501193,AL,HSK63-ER32x100,BA,0.365,A,1,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
277,AL004013B,4013,800-501193,AL,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
278,S1004013A,4013,800-501193,S1,HSK63-ER32x100,BA,0.365,A,1,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
279,S1004013B,4013,800-501193,S1,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
280,PG004013A,4013,800-501193,PG,HSK63-ER32x100,BA,0.365,A,1,4.302,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
281,PG004013B,4013,800-501193,PG,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74009,A5,0.009,0.027,2,0.0045,0,
282,S1003014A,3014,800-501258,S1,HSK63-ER16x100,BA,0.37,A,0,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
283,S1003014B,3014,800-501258,S1,HSK63-ER16x100,BA,0.51,B,0,4.447,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
284,S1003014C,3014,800-501258,S1,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
285,S1003014D,3014,800-501258,S1,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
286,CU003014A,3014,800-501258,CU,HSK63-ER16x100,BA,0.37,A,0,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
287,CU003014B,3014,800-501258,CU,HSK63-ER16x100,BA,0.51,B,0,4.447,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
288,CU003014C,3014,800-501258,CU,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
289,CU003014D,3014,800-501258,CU,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
290,PG003014A,3014,800-501258,PG,HSK63-ER16x100,BA,0.37,A,0,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
291,PG003014B,3014,800-501258,PG,HSK63-ER16x100,BA,0.51,B,0,4.447,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
292,PG003014C,3014,800-501258,PG,HSK63-ER16x100,BA,0.64,C,0,4.577,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
293,PG003014D,3014,800-501258,PG,HSK63-ER16x100,BA,0.78,D,0,4.717,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
294,S1003015A,3015,800-501258,S1,HSK63-ER32x100,BA,0.37,A,0,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
295,S1003015B,3015,800-501258,S1,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
296,CU003015A,3015,800-501258,CU,HSK63-ER32x100,BA,0.37,A,0,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
297,CU003015B,3015,800-501258,CU,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
298,PG003015A,3015,800-501258,PG,HSK63-ER32x100,BA,0.37,A,0,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
299,PG003015B,3015,800-501258,PG,HSK63-ER32x100,BA,0.45,B,0,4.387,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
300,S1004014A,4014,800-501258,S1,HSK63-ER16x100,BA,0.37,A,1,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
301,S1004014B,4014,800-501258,S1,HSK63-ER16x100,BA,0.51,B,1,4.447,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
302,S1004014C,4014,800-501258,S1,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
303,S1004014D,4014,800-501258,S1,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
304,CU004014A,4014,800-501258,CU,HSK63-ER16x100,BA,0.37,A,1,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
305,CU004014B,4014,800-501258,CU,HSK63-ER16x100,BA,0.51,B,1,4.447,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
306,CU004014C,4014,800-501258,CU,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
307,CU004014D,4014,800-501258,CU,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
308,PG004014A,4014,800-501258,PG,HSK63-ER16x100,BA,0.37,A,1,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
309,PG004014B,4014,800-501258,PG,HSK63-ER16x100,BA,0.51,B,1,4.447,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
310,PG004014C,4014,800-501258,PG,HSK63-ER16x100,BA,0.64,C,1,4.577,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
311,PG004014D,4014,800-501258,PG,HSK63-ER16x100,BA,0.78,D,1,4.717,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
312,S1004015A,4015,800-501258,S1,HSK63-ER32x100,BA,0.37,A,1,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
313,S1004015B,4015,800-501258,S1,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
314,CU004015A,4015,800-501258,CU,HSK63-ER32x100,BA,0.37,A,1,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
315,CU004015B,4015,800-501258,CU,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
316,PG004015A,4015,800-501258,PG,HSK63-ER32x100,BA,0.37,A,1,4.307,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
317,PG004015B,4015,800-501258,PG,HSK63-ER32x100,BA,0.45,B,1,4.387,HARVEY,74010-C3,A5,0.01,0.03,2,0.005,0,
318,AL003016A,3016,800-500143,AL,HSK63-ER16x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
319,AL003016B,3016,800-500143,AL,HSK63-ER16x100,BA,0.46,B,0,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
320,AL003016C,3016,800-500143,AL,HSK63-ER16x100,BA,0.56,C,0,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
321,AL003016D,3016,800-500143,AL,HSK63-ER16x100,BA,0.67,D,0,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
322,AL003016E,3016,800-500143,AL,HSK63-ER16x100,BA,0.78,E,0,4.717,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
323,S1003016A,3016,800-500143,S1,HSK63-ER16x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
324,S1003016B,3016,800-500143,S1,HSK63-ER16x100,BA,0.46,B,0,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
325,S1003016C,3016,800-500143,S1,HSK63-ER16x100,BA,0.56,C,0,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
326,S1003016D,3016,800-500143,S1,HSK63-ER16x100,BA,0.67,D,0,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
327,S1003016E,3016,800-500143,S1,HSK63-ER16x100,BA,0.78,E,0,4.717,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
328,CU003016A,3016,800-500143,CU,HSK63-ER16x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
329,CU003016B,3016,800-500143,CU,HSK63-ER16x100,BA,0.46,B,0,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
330,CU003016C,3016,800-500143,CU,HSK63-ER16x100,BA,0.56,C,0,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
331,CU003016D,3016,800-500143,CU,HSK63-ER16x100,BA,0.67,D,0,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
332,CU003016E,3016,800-500143,CU,HSK63-ER16x100,BA,0.78,E,0,4.717,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
333,PL003016A,3016,800-500143,PL,HSK63-ER16x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
334,PL003016B,3016,800-500143,PL,HSK63-ER16x100,BA,0.46,B,0,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
335,PL003016C,3016,800-500143,PL,HSK63-ER16x100,BA,0.56,C,0,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
336,PL003016D,3016,800-500143,PL,HSK63-ER16x100,BA,0.67,D,0,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
337,PL003016E,3016,800-500143,PL,HSK63-ER16x100,BA,0.78,E,0,4.717,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
338,PG003016A,3016,800-500143,PG,HSK63-ER16x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
339,PG003016B,3016,800-500143,PG,HSK63-ER16x100,BA,0.46,B,0,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
340,PG003016C,3016,800-500143,PG,HSK63-ER16x100,BA,0.56,C,0,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
341,PG003016D,3016,800-500143,PG,HSK63-ER16x100,BA,0.67,D,0,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
342,PG003016E,3016,800-500143,PG,HSK63-ER16x100,BA,0.78,E,0,4.717,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
343,AL003017A,3017,800-500143,AL,HSK63-ER32x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
344,AL003017B,3017,800-500143,AL,HSK63-ER32x100,BA,0.45,B,0,4.387,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
345,S1003017A,3017,800-500143,S1,HSK63-ER32x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
346,S1003017B,3017,800-500143,S1,HSK63-ER32x100,BA,0.45,B,0,4.387,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
347,CU003017A,3017,800-500143,CU,HSK63-ER32x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
348,CU003017B,3017,800-500143,CU,HSK63-ER32x100,BA,0.45,B,0,4.387,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
349,PL003017A,3017,800-500143,PL,HSK63-ER32x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
350,PL003017B,3017,800-500143,PL,HSK63-ER32x100,BA,0.45,B,0,4.387,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
351,PG003017A,3017,800-500143,PG,HSK63-ER32x100,BA,0.35,A,0,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
352,PG003017B,3017,800-500143,PG,HSK63-ER32x100,BA,0.45,B,0,4.387,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
353,AL004016A,4016,800-500143,AL,HSK63-ER16x100,BA,0.35,A,1,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
354,AL004016B,4016,800-500143,AL,HSK63-ER16x100,BA,0.46,B,1,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
355,AL004016C,4016,800-500143,AL,HSK63-ER16x100,BA,0.56,C,1,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
356,AL004016D,4016,800-500143,AL,HSK63-ER16x100,BA,0.67,D,1,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
357,AL004016E,4016,800-500143,AL,HSK63-ER16x100,BA,0.78,E,1,4.717,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
358,S1004016A,4016,800-500143,S1,HSK63-ER16x100,BA,0.35,A,1,4.287,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
359,S1004016B,4016,800-500143,S1,HSK63-ER16x100,BA,0.46,B,1,4.397,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
360,S1004016C,4016,800-500143,S1,HSK63-ER16x100,BA,0.56,C,1,4.497,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
361,S1004016D,4016,800-500143,S1,HSK63-ER16x100,BA,0.67,D,1,4.607,FULLERTON,32670,A5,0.01,0.015,2,0.005,0,
